Идентификатор,Логин,Имя,Оболочка,Домашняя директория
4048,jeremiah_maldonado_4048,Jeremiah Maldonado,/bin/dash,/home/jeremiah_maldonado_4048
6013,sean_brewer_6013,Sean Brewer,/bin/fish,/home/sean_brewer_6013
3856,terry_young_3856,Terry Young,/bin/tcsh,/home/terry_young_3856
2766,patrick_cooley_2766,Patrick Cooley,/bin/xonsh,/home/root
1790,danny_lester_1790,Danny Lester,/bin/sh,/home/danny_lester_1790
5298,tristan_johnson_5298,Tristan Johnson,/bin/xonsh,/home/tristan_johnson_5298
7155,michael_miller_7155,Michael Miller,/bin/scsh,/home/michael_miller_7155
4493,lawrence_patterson_4493,Lawrence Patterson,/bin/ksh,/home/lawrence_patterson_4493
2952,mark_smith_2952,Mark Smith,/bin/rc,/home/mark_smith_2952
5778,rachel_young_5778,Rachel Young,/bin/oil,/home/rachel_young_5778
3310,briana_moore_3310,Briana Moore,/bin/ksh,/home/briana_moore_3310
4861,michael_garcia_4861,Michael Garcia,/bin/eshell,/home/michael_garcia_4861
5220,stacey_castro_5220,Stacey Castro,/bin/csh,/home/stacey_castro_5220
9801,kevin_osborne_9801,Kevin Osborne,/bin/rc,/home/kevin_osborne_9801
579,jacqueline_santiago_579,Jacqueline Santiago,/bin/ksh,/home/jacqueline_santiago_579
6695,derrick_durham_6695,Derrick Durham,/bin/ion,/home/derrick_durham_6695
8665,candace_turner_8665,Candace Turner,/bin/oil,/home/candace_turner_8665
8578,natalie_anderson_8578,Natalie Anderson,/bin/ksh,/home/natalie_anderson_8578
3685,jason_dominguez_3685,Jason Dominguez,/bin/oil,/home/jason_dominguez_3685
8016,shane_vaughn_8016,Shane Vaughn,/bin/xonsh,/home/root
7910,maria_sanders_7910,Maria Sanders,/bin/dash,/home/maria_sanders_7910
8542,anthony_carpenter_md_8542,Anthony Carpenter MD,/bin/sh,/home/root
3101,douglas_wagner_3101,Douglas Wagner,/bin/ion,/home/root
9916,kristin_kennedy_9916,Kristin Kennedy,/bin/scsh,/home/kristin_kennedy_9916
8935,jared_jackson_8935,Jared Jackson,/bin/fish,/home/jared_jackson_8935
7736,jennifer_shelton_7736,Jennifer Shelton,/bin/xonsh,/home/jennifer_shelton_7736
7744,ernest_santos_7744,Ernest Santos,/bin/ion,/home/ernest_santos_7744
4541,douglas_campbell_4541,Douglas Campbell,/bin/oil,/home/douglas_campbell_4541
3509,raven_zhang_3509,Raven Zhang,/bin/rc,/home/raven_zhang_3509
7643,brittany_santos_7643,Brittany Santos,/bin/oh,/home/brittany_santos_7643
8101,eric_edwards_8101,Eric Edwards,/bin/tcsh,/home/root
4031,fernando_garcia_4031,Fernando Garcia,/bin/ion,/home/fernando_garcia_4031
7723,jesus_park_7723,Jesus Park,/bin/scsh,/home/jesus_park_7723
9011,angela_martinez_9011,Angela Martinez,/bin/eshell,/home/root
9892,andrea_murphy_9892,Andrea Murphy,/bin/xonsh,/home/andrea_murphy_9892
9013,melissa_smith_9013,Melissa Smith,/bin/elvish,/home/melissa_smith_9013
4029,christine_hernandez_dds_4029,Christine Hernandez DDS,/bin/dash,/home/christine_hernandez_dds_4029
1367,mark_reynolds_1367,Mark Reynolds,/bin/rc,/home/mark_reynolds_1367
1071,brandi_james_1071,Brandi James,/bin/tcsh,/home/brandi_james_1071
1882,amy_white_1882,Amy White,/bin/sh,/home/root
3849,jennifer_eaton_3849,Jennifer Eaton,/bin/sh,/home/jennifer_eaton_3849
1433,rhonda_bates_1433,Rhonda Bates,/bin/ion,/home/rhonda_bates_1433
5715,adam_gibson_5715,Adam Gibson,/bin/csh,/home/adam_gibson_5715
674,gabriel_white_674,Gabriel White,/bin/sh,/home/gabriel_white_674
2091,keith_davis_2091,Keith Davis,/bin/ksh,/home/root
1567,douglas_thompson_1567,Douglas Thompson,/bin/tcsh,/home/douglas_thompson_1567
4173,brenda_collins_4173,Brenda Collins,/bin/tcsh,/home/brenda_collins_4173
5602,bridget_huang_5602,Bridget Huang,/bin/sh,/home/root
4061,sandra_scott_4061,Sandra Scott,/bin/elvish,/home/sandra_scott_4061
978,thomas_davis_978,Thomas Davis,/bin/tcsh,/home/thomas_davis_978
3871,christine_davis_3871,Christine Davis,/bin/sh,/home/root
7324,evan_baker_7324,Evan Baker,/bin/scsh,/home/evan_baker_7324
9899,casey_hicks_9899,Casey Hicks,/bin/xonsh,/home/root
2167,timothy_shaw_2167,Timothy Shaw,/bin/xonsh,/home/timothy_shaw_2167
8246,eric_smith_8246,Eric Smith,/bin/oil,/home/eric_smith_8246
6618,mary_watts_6618,Mary Watts,/bin/sh,/home/mary_watts_6618
7090,tonya_cox_7090,Tonya Cox,/bin/fish,/home/tonya_cox_7090
8652,robyn_washington_8652,Robyn Washington,/bin/eshell,/home/robyn_washington_8652
3625,craig_schmidt_3625,Craig Schmidt,/bin/oil,/home/craig_schmidt_3625
1355,sheri_mitchell_1355,Sheri Mitchell,/bin/elvish,/home/sheri_mitchell_1355
2004,lynn_miller_2004,Lynn Miller,/bin/bash,/home/lynn_miller_2004
4080,lisa_garner_4080,Lisa Garner,/bin/elvish,/home/root
3676,george_smith_3676,George Smith,/bin/xonsh,/home/george_smith_3676
5785,john_middleton_5785,John Middleton,/bin/fish,/home/john_middleton_5785
8448,melvin_downs_8448,Melvin Downs,/bin/csh,/home/melvin_downs_8448
1130,cory_keller_1130,Cory Keller,/bin/sh,/home/cory_keller_1130
2088,nicholas_johnson_2088,Nicholas Johnson,/bin/sh,/home/nicholas_johnson_2088
1747,andre_cook_1747,Andre Cook,/bin/xonsh,/home/root
5791,gloria_thomas_5791,Gloria Thomas,/bin/ksh,/home/gloria_thomas_5791
5937,john_wilson_5937,John Wilson,/bin/rc,/home/john_wilson_5937
9879,wendy_humphrey_9879,Wendy Humphrey,/bin/ksh,/home/wendy_humphrey_9879
4512,nicole_johnston_4512,Nicole Johnston,/bin/oh,/home/nicole_johnston_4512
649,kathy_lee_649,Kathy Lee,/bin/sh,/home/kathy_lee_649
4196,alejandro_tate_4196,Alejandro Tate,/bin/elvish,/home/alejandro_tate_4196
5452,eric_peterson_5452,Eric Peterson,/bin/csh,/home/root
8615,megan_ward_8615,Megan Ward,/bin/scsh,/home/megan_ward_8615
153,jason_garcia_153,Jason Garcia,/bin/elvish,/home/root
4881,susan_walls_4881,Susan Walls,/bin/scsh,/home/susan_walls_4881
7129,megan_graham_7129,Megan Graham,/bin/bash,/home/root
3028,michele_shaffer_3028,Michele Shaffer,/bin/dash,/home/michele_shaffer_3028
2738,rebecca_frye_2738,Rebecca Frye,/bin/tcsh,/home/rebecca_frye_2738
1655,david_sanders_1655,David Sanders,/bin/scsh,/home/david_sanders_1655
553,mr._david_thomas_553,Mr. David Thomas,/bin/dash,/home/mr._david_thomas_553
764,casey_long_764,Casey Long,/bin/csh,/home/casey_long_764
7543,christina_york_7543,Christina York,/bin/bash,/home/christina_york_7543
7064,victoria_henry_7064,Victoria Henry,/bin/sh,/home/victoria_henry_7064
9280,kelly_williams_9280,Kelly Williams,/bin/eshell,/home/kelly_williams_9280
9016,hannah_bowman_9016,Hannah Bowman,/bin/bash,/home/hannah_bowman_9016
6554,logan_conner_6554,Logan Conner,/bin/eshell,/home/root
4619,jordan_james_4619,Jordan James,/bin/zsh,/home/jordan_james_4619
6642,robert_perry_6642,Robert Perry,/bin/bash,/home/robert_perry_6642
8834,linda_terry_8834,Linda Terry,/bin/csh,/home/root
8915,jeffrey_franco_8915,Jeffrey Franco,/bin/oh,/home/jeffrey_franco_8915
6010,mary_clark_6010,Mary Clark,/bin/rc,/home/root
9382,mr._nathan_jackson_9382,Mr. Nathan Jackson,/bin/rc,/home/mr._nathan_jackson_9382
9438,keith_edwards_9438,Keith Edwards,/bin/elvish,/home/keith_edwards_9438
6482,anne_reynolds_6482,Anne Reynolds,/bin/elvish,/home/anne_reynolds_6482
4246,brett_rodriguez_4246,Brett Rodriguez,/bin/tcsh,/home/brett_rodriguez_4246
4669,donna_solis_4669,Donna Solis,/bin/bash,/home/donna_solis_4669
7437,randall_garrett_7437,Randall Garrett,/bin/oh,/home/randall_garrett_7437
8853,erik_rowe_8853,Erik Rowe,/bin/oh,/home/erik_rowe_8853
5430,patricia_velez_5430,Patricia Velez,/bin/tcsh,/home/patricia_velez_5430
6505,stephanie_sullivan_6505,Stephanie Sullivan,/bin/elvish,/home/stephanie_sullivan_6505
5769,rebecca_henderson_5769,Rebecca Henderson,/bin/ksh,/home/rebecca_henderson_5769
7961,bradley_johnson_7961,Bradley Johnson,/bin/rc,/home/bradley_johnson_7961
8814,jessica_russo_8814,Jessica Russo,/bin/tcsh,/home/root
3561,randall_holt_3561,Randall Holt,/bin/oil,/home/randall_holt_3561
7789,cody_hernandez_7789,Cody Hernandez,/bin/xonsh,/home/cody_hernandez_7789
1854,lori_clements_1854,Lori Clements,/bin/elvish,/home/lori_clements_1854
381,jane_haynes_381,Jane Haynes,/bin/elvish,/home/jane_haynes_381
4929,darren_allen_4929,Darren Allen,/bin/rc,/home/darren_allen_4929
2877,william_nguyen_2877,William Nguyen,/bin/ksh,/home/root
9246,ryan_nolan_9246,Ryan Nolan,/bin/oh,/home/ryan_nolan_9246
678,adam_santana_678,Adam Santana,/bin/eshell,/home/adam_santana_678
8678,timothy_hernandez_8678,Timothy Hernandez,/bin/rc,/home/timothy_hernandez_8678
4250,dennis_peterson_4250,Dennis Peterson,/bin/xonsh,/home/dennis_peterson_4250
3224,benjamin_sparks_3224,Benjamin Sparks,/bin/tcsh,/home/root
6385,ronald_byrd_6385,Ronald Byrd,/bin/sh,/home/ronald_byrd_6385
8553,susan_garcia_8553,Susan Garcia,/bin/dash,/home/susan_garcia_8553
4773,lisa_anderson_4773,Lisa Anderson,/bin/scsh,/home/root
7722,lynn_tran_7722,Lynn Tran,/bin/tcsh,/home/lynn_tran_7722
628,john_garcia_628,John Garcia,/bin/ion,/home/john_garcia_628
1543,garrett_jones_1543,Garrett Jones,/bin/tcsh,/home/garrett_jones_1543
2307,maria_howard_2307,Maria Howard,/bin/eshell,/home/maria_howard_2307
2047,james_miller_2047,James Miller,/bin/scsh,/home/james_miller_2047
9791,pedro_kelly_9791,Pedro Kelly,/bin/xonsh,/home/pedro_kelly_9791
9753,miranda_hardy_9753,Miranda Hardy,/bin/eshell,/home/miranda_hardy_9753
8831,judy_hall_8831,Judy Hall,/bin/sh,/home/judy_hall_8831
4309,monica_mendez_4309,Monica Mendez,/bin/scsh,/home/root
9254,michael_lynch_9254,Michael Lynch,/bin/dash,/home/root
1025,melanie_webb_1025,Melanie Webb,/bin/csh,/home/melanie_webb_1025
6197,christopher_berger_6197,Christopher Berger,/bin/sh,/home/christopher_berger_6197
4776,elijah_day_4776,Elijah Day,/bin/dash,/home/elijah_day_4776
9649,edward_harris_9649,Edward Harris,/bin/fish,/home/edward_harris_9649
3052,kyle_robinson_3052,Kyle Robinson,/bin/elvish,/home/root
8098,joseph_weiss_dvm_8098,Joseph Weiss DVM,/bin/zsh,/home/joseph_weiss_dvm_8098
1778,brian_morgan_1778,Brian Morgan,/bin/zsh,/home/root
8505,nancy_reed_8505,Nancy Reed,/bin/xonsh,/home/nancy_reed_8505
3500,robert_gross_3500,Robert Gross,/bin/ksh,/home/robert_gross_3500
7094,frances_lyons_7094,Frances Lyons,/bin/oh,/home/frances_lyons_7094
8362,michael_sanchez_8362,Michael Sanchez,/bin/oil,/home/michael_sanchez_8362
4952,derrick_lewis_4952,Derrick Lewis,/bin/elvish,/home/derrick_lewis_4952
39,dawn_bowman_39,Dawn Bowman,/bin/elvish,/home/dawn_bowman_39
8469,donna_chung_8469,Donna Chung,/bin/ion,/home/donna_chung_8469
9951,amanda_wheeler_9951,Amanda Wheeler,/bin/oil,/home/amanda_wheeler_9951
1118,jamie_paul_1118,Jamie Paul,/bin/dash,/home/jamie_paul_1118
2077,sabrina_wilson_2077,Sabrina Wilson,/bin/sh,/home/sabrina_wilson_2077
2533,kevin_hughes_2533,Kevin Hughes,/bin/eshell,/home/kevin_hughes_2533
1033,joshua_ward_1033,Joshua Ward,/bin/elvish,/home/joshua_ward_1033
5007,ann_rivas_5007,Ann Rivas,/bin/xonsh,/home/ann_rivas_5007
5290,brian_graham_5290,Brian Graham,/bin/scsh,/home/brian_graham_5290
9146,ronnie_hernandez_9146,Ronnie Hernandez,/bin/oh,/home/ronnie_hernandez_9146
2828,michelle_freeman_2828,Michelle Freeman,/bin/csh,/home/michelle_freeman_2828
5550,andrew_carroll_5550,Andrew Carroll,/bin/sh,/home/root
6145,courtney_cole_6145,Courtney Cole,/bin/elvish,/home/root
4008,sara_li_4008,Sara Li,/bin/zsh,/home/sara_li_4008
2060,jessica_smith_2060,Jessica Smith,/bin/ksh,/home/jessica_smith_2060
858,nancy_henderson_858,Nancy Henderson,/bin/zsh,/home/nancy_henderson_858
1841,bradley_holt_1841,Bradley Holt,/bin/dash,/home/bradley_holt_1841
1275,kevin_arnold_1275,Kevin Arnold,/bin/dash,/home/kevin_arnold_1275
2793,christopher_james_2793,Christopher James,/bin/ksh,/home/christopher_james_2793
9496,sandra_collier_9496,Sandra Collier,/bin/scsh,/home/sandra_collier_9496
6388,nicholas_reyes_6388,Nicholas Reyes,/bin/csh,/home/root
4756,cynthia_wells_4756,Cynthia Wells,/bin/csh,/home/cynthia_wells_4756
4174,mary_wilson_4174,Mary Wilson,/bin/bash,/home/mary_wilson_4174
7648,linda_walters_7648,Linda Walters,/bin/eshell,/home/linda_walters_7648
8780,nicholas_rogers_8780,Nicholas Rogers,/bin/ion,/home/nicholas_rogers_8780
4968,dustin_hernandez_4968,Dustin Hernandez,/bin/eshell,/home/dustin_hernandez_4968
2697,gabriel_rivera_2697,Gabriel Rivera,/bin/bash,/home/gabriel_rivera_2697
6754,brandy_blackburn_6754,Brandy Blackburn,/bin/tcsh,/home/root
9613,anthony_simpson_9613,Anthony Simpson,/bin/csh,/home/anthony_simpson_9613
2342,jason_macdonald_2342,Jason Macdonald,/bin/oh,/home/jason_macdonald_2342
4042,chad_miller_4042,Chad Miller,/bin/fish,/home/chad_miller_4042
2631,robert_kennedy_2631,Robert Kennedy,/bin/fish,/home/robert_kennedy_2631
5079,dale_wood_5079,Dale Wood,/bin/oil,/home/root
695,katherine_cooper_695,Katherine Cooper,/bin/bash,/home/katherine_cooper_695
5428,lisa_gonzales_5428,Lisa Gonzales,/bin/fish,/home/lisa_gonzales_5428
3427,andre_martinez_jr._3427,Andre Martinez Jr.,/bin/zsh,/home/andre_martinez_jr._3427
3919,robert_wilson_3919,Robert Wilson,/bin/eshell,/home/robert_wilson_3919
6818,julian_james_6818,Julian James,/bin/oil,/home/julian_james_6818
4989,nicole_ewing_4989,Nicole Ewing,/bin/fish,/home/nicole_ewing_4989
2411,nathan_luna_2411,Nathan Luna,/bin/tcsh,/home/nathan_luna_2411
147,kelly_williams_147,Kelly Williams,/bin/ion,/home/kelly_williams_147
4617,lisa_allen_4617,Lisa Allen,/bin/ksh,/home/lisa_allen_4617
715,carolyn_nixon_715,Carolyn Nixon,/bin/sh,/home/root
4642,shirley_graham_4642,Shirley Graham,/bin/zsh,/home/shirley_graham_4642
8928,susan_gonzalez_8928,Susan Gonzalez,/bin/sh,/home/susan_gonzalez_8928
8623,bryan_griffith_8623,Bryan Griffith,/bin/eshell,/home/bryan_griffith_8623
4324,mike_burton_4324,Mike Burton,/bin/eshell,/home/mike_burton_4324
6069,justin_bentley_6069,Justin Bentley,/bin/zsh,/home/justin_bentley_6069
3860,laura_parker_3860,Laura Parker,/bin/dash,/home/laura_parker_3860
9348,elizabeth_smith_9348,Elizabeth Smith,/bin/eshell,/home/root
7346,robert_wagner_7346,Robert Wagner,/bin/dash,/home/robert_wagner_7346
6231,olivia_carter_6231,Olivia Carter,/bin/eshell,/home/olivia_carter_6231
7236,anna_flores_7236,Anna Flores,/bin/bash,/home/anna_flores_7236
3504,jennifer_wheeler_3504,Jennifer Wheeler,/bin/scsh,/home/jennifer_wheeler_3504
3760,john_pacheco_3760,John Pacheco,/bin/rc,/home/root
7484,pedro_robinson_7484,Pedro Robinson,/bin/eshell,/home/root
2276,cathy_hanson_2276,Cathy Hanson,/bin/csh,/home/cathy_hanson_2276
7229,holly_miller_7229,Holly Miller,/bin/scsh,/home/holly_miller_7229
5310,bruce_jefferson_5310,Bruce Jefferson,/bin/tcsh,/home/bruce_jefferson_5310
2478,patricia_martinez_2478,Patricia Martinez,/bin/oil,/home/patricia_martinez_2478
4938,steven_rivera_4938,Steven Rivera,/bin/scsh,/home/steven_rivera_4938
188,david_thompson_188,David Thompson,/bin/bash,/home/david_thompson_188
2579,debbie_perkins_2579,Debbie Perkins,/bin/rc,/home/debbie_perkins_2579
3571,ashley_johnson_3571,Ashley Johnson,/bin/oil,/home/ashley_johnson_3571
3711,barbara_lang_3711,Barbara Lang,/bin/csh,/home/root
5775,james_williams_5775,James Williams,/bin/sh,/home/james_williams_5775
9918,evan_lewis_9918,Evan Lewis,/bin/rc,/home/root
4382,thomas_walker_4382,Thomas Walker,/bin/csh,/home/thomas_walker_4382
8696,christine_young_8696,Christine Young,/bin/oil,/home/christine_young_8696
8273,jason_butler_8273,Jason Butler,/bin/zsh,/home/jason_butler_8273
2215,michael_perez_2215,Michael Perez,/bin/ion,/home/root
4790,jamie_anderson_4790,Jamie Anderson,/bin/tcsh,/home/jamie_anderson_4790
2153,jade_castro_2153,Jade Castro,/bin/dash,/home/jade_castro_2153
418,joseph_short_418,Joseph Short,/bin/csh,/home/joseph_short_418
7917,jennifer_ramirez_7917,Jennifer Ramirez,/bin/oh,/home/jennifer_ramirez_7917
8120,christina_torres_8120,Christina Torres,/bin/rc,/home/christina_torres_8120
732,bethany_reyes_732,Bethany Reyes,/bin/dash,/home/bethany_reyes_732
5764,david_thomas_5764,David Thomas,/bin/dash,/home/root
655,christy_brown_655,Christy Brown,/bin/oh,/home/christy_brown_655
9916,tiffany_francis_9916,Tiffany Francis,/bin/ksh,/home/root
6173,anthony_peters_6173,Anthony Peters,/bin/oil,/home/anthony_peters_6173
3445,james_golden_3445,James Golden,/bin/dash,/home/james_golden_3445
855,richard_woodard_855,Richard Woodard,/bin/zsh,/home/richard_woodard_855
3127,stacey_bender_3127,Stacey Bender,/bin/tcsh,/home/stacey_bender_3127
7871,vanessa_gonzales_7871,Vanessa Gonzales,/bin/elvish,/home/vanessa_gonzales_7871
7145,ashley_reed_7145,Ashley Reed,/bin/elvish,/home/ashley_reed_7145
2775,jenna_williams_2775,Jenna Williams,/bin/xonsh,/home/jenna_williams_2775
105,deborah_shields_105,Deborah Shields,/bin/ion,/home/deborah_shields_105
7296,emily_rice_7296,Emily Rice,/bin/eshell,/home/emily_rice_7296
9824,ashley_robinson_9824,Ashley Robinson,/bin/ksh,/home/ashley_robinson_9824
9026,jessica_jackson_9026,Jessica Jackson,/bin/dash,/home/jessica_jackson_9026
3093,vincent_garcia_3093,Vincent Garcia,/bin/oh,/home/vincent_garcia_3093
8772,emily_willis_8772,Emily Willis,/bin/oil,/home/emily_willis_8772
6978,mrs._jessica_ferguson_6978,Mrs. Jessica Ferguson,/bin/fish,/home/mrs._jessica_ferguson_6978
4057,bryan_white_4057,Bryan White,/bin/zsh,/home/bryan_white_4057
517,frank_franklin_phd_517,Frank Franklin PhD,/bin/scsh,/home/frank_franklin_phd_517
9228,jesus_brown_9228,Jesus Brown,/bin/fish,/home/root
3001,michelle_coleman_3001,Michelle Coleman,/bin/elvish,/home/michelle_coleman_3001
4555,jessica_mcdonald_4555,Jessica Mcdonald,/bin/csh,/home/jessica_mcdonald_4555
406,jeffrey_mendoza_406,Jeffrey Mendoza,/bin/oh,/home/jeffrey_mendoza_406
977,gary_lee_977,Gary Lee,/bin/eshell,/home/root
6622,beverly_johnson_6622,Beverly Johnson,/bin/scsh,/home/beverly_johnson_6622
5600,nancy_martinez_5600,Nancy Martinez,/bin/oh,/home/nancy_martinez_5600
5468,ethan_king_5468,Ethan King,/bin/rc,/home/ethan_king_5468
9849,veronica_hill_9849,Veronica Hill,/bin/xonsh,/home/veronica_hill_9849
7234,sarah_jones_7234,Sarah Jones,/bin/oh,/home/sarah_jones_7234
4443,rhonda_cross_4443,Rhonda Cross,/bin/tcsh,/home/rhonda_cross_4443
8610,aaron_russell_8610,Aaron Russell,/bin/zsh,/home/aaron_russell_8610
9158,michael_pierce_9158,Michael Pierce,/bin/rc,/home/michael_pierce_9158
5724,shannon_weber_5724,Shannon Weber,/bin/csh,/home/shannon_weber_5724
2361,robert_joyce_2361,Robert Joyce,/bin/csh,/home/robert_joyce_2361
1315,joy_mcbride_1315,Joy Mcbride,/bin/elvish,/home/joy_mcbride_1315
6537,kenneth_dawson_6537,Kenneth Dawson,/bin/sh,/home/kenneth_dawson_6537
5882,kristi_lara_5882,Kristi Lara,/bin/csh,/home/root
1187,jennifer_flynn_1187,Jennifer Flynn,/bin/csh,/home/root
8449,richard_smith_8449,Richard Smith,/bin/sh,/home/richard_smith_8449
4416,arthur_martinez_4416,Arthur Martinez,/bin/fish,/home/arthur_martinez_4416
5342,andrew_cross_5342,Andrew Cross,/bin/rc,/home/root
5850,mrs._angela_thompson_5850,Mrs. Angela Thompson,/bin/bash,/home/mrs._angela_thompson_5850
5850,david_long_5850,David Long,/bin/oil,/home/root
9080,jessica_hill_9080,Jessica Hill,/bin/scsh,/home/jessica_hill_9080
5760,jose_banks_5760,Jose Banks,/bin/bash,/home/jose_banks_5760
7972,logan_moore_7972,Logan Moore,/bin/ion,/home/logan_moore_7972
5496,stephen_prince_5496,Stephen Prince,/bin/eshell,/home/root
6194,william_bush_6194,William Bush,/bin/elvish,/home/william_bush_6194
2196,lauren_miller_2196,Lauren Miller,/bin/oh,/home/root
5778,laura_paul_5778,Laura Paul,/bin/ion,/home/laura_paul_5778
9022,steven_hudson_9022,Steven Hudson,/bin/eshell,/home/root
8030,brian_myers_8030,Brian Myers,/bin/sh,/home/root
846,kelsey_miller_846,Kelsey Miller,/bin/bash,/home/kelsey_miller_846
4714,jermaine_stevens_4714,Jermaine Stevens,/bin/ksh,/home/root
2724,michelle_morse_2724,Michelle Morse,/bin/dash,/home/root
3184,jason_williams_3184,Jason Williams,/bin/ion,/home/jason_williams_3184
1262,jacob_watts_1262,Jacob Watts,/bin/tcsh,/home/jacob_watts_1262
3199,robert_calhoun_3199,Robert Calhoun,/bin/dash,/home/robert_calhoun_3199
7160,theodore_barnes_md_7160,Theodore Barnes MD,/bin/bash,/home/theodore_barnes_md_7160
7950,martin_gentry_7950,Martin Gentry,/bin/oh,/home/root
9239,brian_thompson_9239,Brian Thompson,/bin/tcsh,/home/brian_thompson_9239
3618,ronald_george_3618,Ronald George,/bin/dash,/home/ronald_george_3618
4775,tonya_lopez_4775,Tonya Lopez,/bin/oil,/home/tonya_lopez_4775
8959,john_carpenter_8959,John Carpenter,/bin/scsh,/home/root
464,jessica_smith_464,Jessica Smith,/bin/scsh,/home/jessica_smith_464
7706,robert_kidd_7706,Robert Kidd,/bin/sh,/home/robert_kidd_7706
8520,dakota_jenkins_8520,Dakota Jenkins,/bin/scsh,/home/dakota_jenkins_8520
8638,steven_peck_8638,Steven Peck,/bin/zsh,/home/steven_peck_8638
4537,sandy_hill_4537,Sandy Hill,/bin/xonsh,/home/sandy_hill_4537
3995,cheryl_wright_3995,Cheryl Wright,/bin/sh,/home/cheryl_wright_3995
8036,andrew_deleon_8036,Andrew Deleon,/bin/oil,/home/andrew_deleon_8036
4283,james_coleman_4283,James Coleman,/bin/xonsh,/home/james_coleman_4283
9369,edward_compton_9369,Edward Compton,/bin/ion,/home/root
5220,valerie_rogers_5220,Valerie Rogers,/bin/scsh,/home/valerie_rogers_5220
3931,mary_barber_3931,Mary Barber,/bin/bash,/home/root
4175,jeremy_chapman_4175,Jeremy Chapman,/bin/csh,/home/jeremy_chapman_4175
3553,tyrone_andrews_3553,Tyrone Andrews,/bin/oh,/home/tyrone_andrews_3553
6838,mark_nelson_6838,Mark Nelson,/bin/ksh,/home/mark_nelson_6838
6903,laura_williams_6903,Laura Williams,/bin/xonsh,/home/laura_williams_6903
2016,brandon_beard_2016,Brandon Beard,/bin/sh,/home/brandon_beard_2016
3591,zachary_mathews_3591,Zachary Mathews,/bin/scsh,/home/zachary_mathews_3591
2850,deanna_boone_2850,Deanna Boone,/bin/sh,/home/deanna_boone_2850
3737,marvin_ellison_3737,Marvin Ellison,/bin/oh,/home/root
4742,alex_ortiz_4742,Alex Ortiz,/bin/bash,/home/alex_ortiz_4742
4875,jeffrey_morton_4875,Jeffrey Morton,/bin/oh,/home/jeffrey_morton_4875
5522,stephanie_rosario_5522,Stephanie Rosario,/bin/bash,/home/root
8522,shannon_edwards_8522,Shannon Edwards,/bin/zsh,/home/shannon_edwards_8522
7042,mindy_williams_7042,Mindy Williams,/bin/oil,/home/root
7389,gina_alvarez_7389,Gina Alvarez,/bin/sh,/home/gina_alvarez_7389
3978,miranda_baker_3978,Miranda Baker,/bin/xonsh,/home/miranda_baker_3978
9930,dakota_harrell_9930,Dakota Harrell,/bin/tcsh,/home/dakota_harrell_9930
9468,bryan_heath_9468,Bryan Heath,/bin/bash,/home/bryan_heath_9468
1353,william_montgomery_1353,William Montgomery,/bin/csh,/home/root
7334,bobby_mitchell_7334,Bobby Mitchell,/bin/dash,/home/root
9930,rebecca_whitehead_9930,Rebecca Whitehead,/bin/zsh,/home/rebecca_whitehead_9930
9016,jamie_weaver_9016,Jamie Weaver,/bin/csh,/home/jamie_weaver_9016
2878,collin_pratt_2878,Collin Pratt,/bin/ion,/home/collin_pratt_2878
2641,austin_davis_2641,Austin Davis,/bin/csh,/home/austin_davis_2641
4962,dustin_nash_4962,Dustin Nash,/bin/zsh,/home/dustin_nash_4962
6452,jenny_walker_6452,Jenny Walker,/bin/rc,/home/jenny_walker_6452
2538,tracy_smith_2538,Tracy Smith,/bin/bash,/home/root
8775,amy_ward_8775,Amy Ward,/bin/xonsh,/home/root
734,travis_johnson_734,Travis Johnson,/bin/sh,/home/travis_johnson_734
3219,tracy_wagner_3219,Tracy Wagner,/bin/scsh,/home/tracy_wagner_3219
2418,tracy_phillips_2418,Tracy Phillips,/bin/tcsh,/home/root
1422,justin_ewing_1422,Justin Ewing,/bin/csh,/home/justin_ewing_1422
7973,lisa_howard_7973,Lisa Howard,/bin/dash,/home/lisa_howard_7973
6711,dr._brad_gonzalez_6711,Dr. Brad Gonzalez,/bin/oil,/home/root
3545,deanna_hopkins_3545,Deanna Hopkins,/bin/xonsh,/home/deanna_hopkins_3545
4086,krista_jones_4086,Krista Jones,/bin/scsh,/home/root
8154,kristina_briggs_8154,Kristina Briggs,/bin/oh,/home/kristina_briggs_8154
1925,dakota_barrett_1925,Dakota Barrett,/bin/oh,/home/dakota_barrett_1925
5894,ronald_smith_5894,Ronald Smith,/bin/bash,/home/ronald_smith_5894
8420,paul_randolph_8420,Paul Randolph,/bin/oil,/home/paul_randolph_8420
4632,melissa_bradshaw_4632,Melissa Bradshaw,/bin/eshell,/home/melissa_bradshaw_4632
7848,todd_russo_7848,Todd Russo,/bin/sh,/home/todd_russo_7848
7973,patricia_nguyen_7973,Patricia Nguyen,/bin/dash,/home/patricia_nguyen_7973
1913,steven_harper_1913,Steven Harper,/bin/bash,/home/steven_harper_1913
7186,terry_horn_7186,Terry Horn,/bin/fish,/home/terry_horn_7186
4268,robert_singh_4268,Robert Singh,/bin/csh,/home/robert_singh_4268
7541,gary_hebert_7541,Gary Hebert,/bin/oil,/home/gary_hebert_7541
3079,robert_adams_3079,Robert Adams,/bin/sh,/home/robert_adams_3079
5361,michael_mathews_5361,Michael Mathews,/bin/oh,/home/michael_mathews_5361
8909,edward_george_8909,Edward George,/bin/zsh,/home/edward_george_8909
